"Aromatic Tulip","Flowers","A dog-friendly tropical plant known for its aromatic appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Aromatic Tulip  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 2_YELLOWISH GREEN.png","84"
"Hardy Carrot","Fruits and Vegetables","An allergenic rare plant known for its hardy appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Hardy Carrot  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 10_SANDY GREEN.png","56"
"Colorful Marigold","Flowers","A resilient rare plant known for its colorful appearance
    and its simple care. Ideal for spaces with no sunlight, the Colorful Marigold  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 6 - COLORFUL.png","75"
"Graceful Echeveria","Succulents","A resilient rare plant known for its graceful appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Graceful Echeveria  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Bush 1 - RED 2.png","80"
"Compact Tarragon","Herbs","A perennial native plant known for its compact appearance
    and its labor-intensive care. Ideal for spaces with full sunlight, the Compact Tarragon  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 9 - RED.png","89"
"Medicinal Lavender","Flowers","A drought-resistant common plant known for its medicinal appearance
    and its difficult care. Ideal for spaces with no sunlight, the Medicinal Lavender  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/TREE 5_YELLOWISH GREEN.png","38"
"Vibrant Orchid","Flowers","A dog-friendly rare plant known for its vibrant appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Vibrant Orchid  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 7_TEAL.png","72"
"Shady Rose","Flowers","A resilient common plant known for its shady appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Shady Rose  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 6_TEAL.png","17"
"Delicate Rose","Flowers","An allergenic tropical plant known for its delicate appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Delicate Rose  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 1 - RED.png","14"
"Bright Basil","Herbs","An annual rare plant known for its bright appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Bright Basil  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 3 - PINK.png","16"
"Glossy Carrot","Fruits and Vegetables","A cat-friendly native plant known for its glossy appearance
    and its effortless care. Ideal for spaces with no sunlight, the Glossy Carrot  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower 10 - RED.png","48"
"Glossy Cucumber","Fruits and Vegetables","An allergenic native plant known for its glossy appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Glossy Cucumber  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 6 - COLORFUL.png","13"
"Glossy Orchid","Flowers","A hardy tropical plant known for its glossy appearance
    and its difficult care. Ideal for spaces with low sunlight, the Glossy Orchid  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 9 - ORANGE.png","90"
"Woody Lettuce","Fruits and Vegetables","A chicken-friendly native plant known for its woody appearance
    and its simple care. Ideal for spaces with no sunlight, the Woody Lettuce  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 4 - YELLOW.png","29"
"Smooth Spinach","Fruits and Vegetables","A chicken-friendly native plant known for its smooth appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Smooth Spinach  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/TREE 12_TEAL.png","5"
"Medicinal Panda Plant","Succulents","A cat-friendly rare plant known for its medicinal appearance
    and its effortless care. Ideal for spaces with low sunlight, the Medicinal Panda Plant  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 1 - GREEN.png","41"
"Fresh Dill","Herbs","A delicious common plant known for its fresh appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Fresh Dill  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 5 - COLORFUL.png","8"
"Classic Mint","Herbs","A variegated rare plant known for its classic appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Classic Mint  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 2 - COLORFUL.png","6"
"Sunny Panda Plant","Succulents","A cat-friendly exotic plant known for its sunny appearance
    and its simple care. Ideal for spaces with full sunlight, the Sunny Panda Plant  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 15_ORANGE.png","22"
"Thorny Pepper","Fruits and Vegetables","A stunning native plant known for its thorny appearance
    and its difficult care. Ideal for spaces with full sunlight, the Thorny Pepper  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 9 - ORANGE.png","6"
"Glossy Aloe Vera","Succulents","A tepid common plant known for its glossy appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Glossy Aloe Vera  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 2 - COLORFUL.png","19"
"Smooth Chrysanthemum","Flowers","A variegated tropical plant known for its smooth appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Smooth Chrysanthemum  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/TREE 5_GREEN.png","27"
"Frosty Daisy","Flowers","A hardy common plant known for its frosty appearance
    and its difficult care. Ideal for spaces with low sunlight, the Frosty Daisy  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 3 - PURPLE.png","54"
"Aromatic Christmas Cactus","Succulents","A dog-friendly exotic plant known for its aromatic appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Aromatic Christmas Cactus  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 8 - PINK.png","64"
"Dwarf Basil","Herbs","An ephemeral common plant known for its dwarf appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Dwarf Basil  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower 9 - PURPLE.png","29"
"Vibrant Sunflower","Flowers","A delicious tropical plant known for its vibrant appearance
    and its simple care. Ideal for spaces with low sunlight, the Vibrant Sunflower  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 6 - ORANGE.png","1"
"Lush Zebra Haworthia","Succulents","A fragrant exotic plant known for its lush appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Lush Zebra Haworthia  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Bush 1 - WARM GREEN.png","49"
"Silver Chrysanthemum","Flowers","An annual exotic plant known for its silver appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Silver Chrysanthemum  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 (no flowers) - GREEN.png","11"
"Tropical Chrysanthemum","Flowers","A herbaceous tropical plant known for its tropical appearance
    and its difficult care. Ideal for spaces with no sunlight, the Tropical Chrysanthemum  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 12 - RED.png","64"
"Aromatic Strawberry","Fruits and Vegetables","A poisonous native plant known for its aromatic appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Aromatic Strawberry  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 3 - RED.png","17"
"Frosty Spinach","Fruits and Vegetables","A delicate exotic plant known for its frosty appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Frosty Spinach  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 - WARM GREEN.png","19"
"Shimmering Lithops","Succulents","A fragrant native plant known for its shimmering appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Shimmering Lithops  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Bush 1 - WARM GREEN.png","17"
"Shady Dill","Herbs","A delicious native plant known for its shady appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Shady Dill  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 12_YELLOWISH GREEN.png","1"
"Leafy Mint","Herbs","A chicken-friendly native plant known for its leafy appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Leafy Mint  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower 9 - PURPLE.png","89"
"Aromatic Daffodil","Flowers","A herbaceous common plant known for its aromatic appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Aromatic Daffodil  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Bush 1 - RED.png","26"
"Shimmering String of Dolphins","Succulents","A hardy rare plant known for its shimmering appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Shimmering String of Dolphins  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 1 - BLUE.png","28"
"Broadleaf Oregano","Herbs","A drought-resistant exotic plant known for its broadleaf appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Broadleaf Oregano  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower 5 - ORANGE.png","4"
"Verdant Tarragon","Herbs","A hypoallergenic rare plant known for its verdant appearance
    and its effortless care. Ideal for spaces with full sunlight, the Verdant Tarragon  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 9 - RED.png","90"
"Medicinal Cilantro","Herbs","A dog-friendly exotic plant known for its medicinal appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Medicinal Cilantro  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/TREE 14_GREEN.png","19"
"Fresh Tulip","Flowers","A delicate tropical plant known for its fresh appearance
    and its simple care. Ideal for spaces with dappled sunlight, the Fresh Tulip  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 1 - GREEN.png","59"
"Bulbous Rose","Flowers","A variegated rare plant known for its bulbous appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Bulbous Rose  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/TREE 15_YELLOW.png","14"
"Exotic Lettuce","Fruits and Vegetables","A fragrant tropical plant known for its exotic appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Exotic Lettuce  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower 13 - YELLOW.png","93"
"Soft Cilantro","Herbs","An annual common plant known for its soft appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Soft Cilantro  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 7_TEAL.png","49"
"Exuberant Oregano","Herbs","An allergenic native plant known for its exuberant appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Exuberant Oregano  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 10 - PINK.png","89"
"Dwarf Tulip","Flowers","A dog-friendly rare plant known for its dwarf appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Dwarf Tulip  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 10_SANDY GREEN.png","29"
"Hearty Oregano","Herbs","An allergenic exotic plant known for its hearty appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Hearty Oregano  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower 5 - BLUE.png","25"
"Royal Echeveria","Succulents","A flood-resistant rare plant known for its royal appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Royal Echeveria  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 10 - RED.png","89"
"Frosty Lavender","Flowers","A variegated tropical plant known for its frosty appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Frosty Lavender  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 6 - ORANGE.png","55"
"Giant Cucumber","Fruits and Vegetables","A dog-friendly rare plant known for its giant appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Giant Cucumber  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 2 - PURPLE.png","74"
"Vibrant Cucumber","Fruits and Vegetables","A variegated common plant known for its vibrant appearance
    and its simple care. Ideal for spaces with no sunlight, the Vibrant Cucumber  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 4 - PURPLE.png","27"
"Sweet Christmas Cactus","Succulents","A cat-friendly exotic plant known for its sweet appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Sweet Christmas Cactus  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 5_SANDY GREEN.png","59"
"Classic String of Dolphins","Succulents","A variegated tropical plant known for its classic appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Classic String of Dolphins  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 8 - YELLOW.png","17"
"Cascading Christmas Cactus","Succulents","A cat-friendly rare plant known for its cascading appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Cascading Christmas Cactus  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 10_SANDY GREEN.png","35"
"Tropical Rosemary","Herbs","A resilient common plant known for its tropical appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Tropical Rosemary  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/TREE 8_GREEN.png","88"
"Fresh Echeveria","Succulents","A herbaceous tropical plant known for its fresh appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Fresh Echeveria  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/TREE 11_TEAL.png","28"
"Sunny Cilantro","Herbs","An effervescent common plant known for its sunny appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Sunny Cilantro  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 2 - YELLOW.png","25"
"Leafy String of Dolphins","Succulents","A hypoallergenic tropical plant known for its leafy appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Leafy String of Dolphins  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 - RED.png","27"
"Delicate Dill","Herbs","An effervescent exotic plant known for its delicate appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Delicate Dill  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/TREE 13_GREEN.png","11"
"Exuberant Peony","Flowers","An annual common plant known for its exuberant appearance
    and its effortless care. Ideal for spaces with low sunlight, the Exuberant Peony  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Bush 1 - GREEN 2.png","74"
"Dwarf Echeveria","Succulents","A tepid rare plant known for its dwarf appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Dwarf Echeveria  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 2 - MAGENTA.png","95"
"Leafy Sunflower","Flowers","A vivid tropical plant known for its leafy appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Leafy Sunflower  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 13_SANDY GREEN.png","27"
"Delicate Lithops","Succulents","A stunning tropical plant known for its delicate appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Delicate Lithops  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 5_YELLOWISH GREEN.png","80"
"Robust Pepper","Fruits and Vegetables","A hypoallergenic common plant known for its robust appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Robust Pepper  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 2 - COLORFUL.png","64"
"Exuberant Mint","Herbs","A stunning common plant known for its exuberant appearance
    and its effortless care. Ideal for spaces with no sunlight, the Exuberant Mint  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower 10 - PINK.png","4"
"Exuberant Lithops","Succulents","A poisonous tropical plant known for its exuberant appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Exuberant Lithops  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 3 - RED 2.png","93"
"Royal Potato","Fruits and Vegetables","A drought-resistant tropical plant known for its royal appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Royal Potato  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 2 - RED.png","55"
"Shimmering Cucumber","Fruits and Vegetables","A chicken-friendly tropical plant known for its shimmering appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Shimmering Cucumber  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Bush 1 - GREEN 2.png","56"
"Shady Daisy","Flowers","A drought-resistant native plant known for its shady appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Shady Daisy  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 13_GREEN.png","77"
"Budding Tarragon","Herbs","An allergenic native plant known for its budding appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Budding Tarragon  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 1 - BLUE.png","75"
"Silver String of Dolphins","Succulents","An annual exotic plant known for its silver appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Silver String of Dolphins  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower 7 - ORANGE.png","56"
"Delicate Panda Plant","Succulents","A tepid rare plant known for its delicate appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Delicate Panda Plant  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 8_PURPLE.png","6"
"Hardy Daffodil","Flowers","A vivid common plant known for its hardy appearance
    and its effortless care. Ideal for spaces with full sunlight, the Hardy Daffodil  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 4 - PINK.png","94"
"Fragrant String of Dolphins","Succulents","An ephemeral common plant known for its fragrant appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Fragrant String of Dolphins  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 10_TEAL.png","30"
"Robust Cucumber","Fruits and Vegetables","A dog-friendly common plant known for its robust appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Robust Cucumber  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/TREE 1_TEAL.png","33"
"Blooming Sunflower","Flowers","A perennial rare plant known for its blooming appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Blooming Sunflower  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 - TEAL 3.png","95"
"Shimmering Spinach","Fruits and Vegetables","An allergenic rare plant known for its shimmering appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Shimmering Spinach  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower 9 - YELLOW.png","16"
"Classic Ghost Plant","Succulents","A stunning native plant known for its classic appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Classic Ghost Plant  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 1 - RED.png","80"
"Exotic Jade Plant","Succulents","A poisonous common plant known for its exotic appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Exotic Jade Plant  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower 2 - PINK.png","11"
"Hearty Rose","Flowers","A hypoallergenic exotic plant known for its hearty appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Hearty Rose  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 2_TEAL.png","68"
"Elegant Zebra Haworthia","Succulents","A variegated exotic plant known for its elegant appearance
    and its labor-intensive care. Ideal for spaces with full sunlight, the Elegant Zebra Haworthia  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 13_TEAL.png","49"
"Woody Sunflower","Flowers","An effervescent common plant known for its woody appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Woody Sunflower  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/TREE 8_YELLOWISH GREEN.png","59"
"Delicate String of Pearls","Succulents","A dog-friendly native plant known for its delicate appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Delicate String of Pearls  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 6 - ORANGE.png","77"
"Woody Dill","Herbs","A delicate exotic plant known for its woody appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Woody Dill  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower 6 - PURPLE.png","1"
"Medicinal Sunflower","Flowers","A hypoallergenic common plant known for its medicinal appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Medicinal Sunflower  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 14_TEAL.png","54"
"Broadleaf Panda Plant","Succulents","An effervescent rare plant known for its broadleaf appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Broadleaf Panda Plant  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 4 - YELLOW.png","88"
"Trailing Thyme","Herbs","A delicate common plant known for its trailing appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Trailing Thyme  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 13 - PINK.png","75"
"Colorful String of Pearls","Succulents","A resilient native plant known for its colorful appearance
    and its simple care. Ideal for spaces with no sunlight, the Colorful String of Pearls  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower 7 - ORANGE.png","53"
"Miniature Rose","Flowers","A hypoallergenic exotic plant known for its miniature appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Miniature Rose  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 12 - YELLOW.png","25"
"Aromatic Tarragon","Herbs","A herbaceous tropical plant known for its aromatic appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Aromatic Tarragon  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 7 - BLUE.png","25"
"Delicate Blueberry","Fruits and Vegetables","A resilient common plant known for its delicate appearance
    and its simple care. Ideal for spaces with low sunlight, the Delicate Blueberry  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 6 - PURPLE.png","29"
"Vibrant Panda Plant","Succulents","An allergenic native plant known for its vibrant appearance
    and its effortless care. Ideal for spaces with low sunlight, the Vibrant Panda Plant  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 5 - ORANGE.png","88"
"Giant Crown of Thorns","Succulents","A fragrant tropical plant known for its giant appearance
    and its effortless care. Ideal for spaces with low sunlight, the Giant Crown of Thorns  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 2 - PURPLE.png","93"
"Thorny Apple","Fruits and Vegetables","A stunning exotic plant known for its thorny appearance
    and its simple care. Ideal for spaces with low sunlight, the Thorny Apple  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 13 - PURPLE.png","30"
"Sweet Parsley","Herbs","A fragrant common plant known for its sweet appearance
    and its difficult care. Ideal for spaces with full sunlight, the Sweet Parsley  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/TREE 6_YELLOWISH GREEN.png","43"
"Textured Orchid","Flowers","A herbaceous tropical plant known for its textured appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Textured Orchid  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 1 - RED.png","30"
"Robust Parsley","Herbs","A dog-friendly exotic plant known for its robust appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Robust Parsley  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/TREE 8_PURPLE.png","27"
"Miniature Mint","Herbs","An annual rare plant known for its miniature appearance
    and its simple care. Ideal for spaces with dappled sunlight, the Miniature Mint  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/TREE 6_GREEN.png","14"
"Royal Basil","Herbs","A drought-resistant exotic plant known for its royal appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Royal Basil  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower 7 - BLUE.png","72"
"Smooth String of Pearls","Succulents","A cat-friendly native plant known for its smooth appearance
    and its effortless care. Ideal for spaces with low sunlight, the Smooth String of Pearls  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 11 - PINK.png","6"
"Aromatic Apple","Fruits and Vegetables","A chicken-friendly common plant known for its aromatic appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Aromatic Apple  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 7 - COLORFUL.png","19"
"Bold Christmas Cactus","Succulents","A flood-resistant exotic plant known for its bold appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Bold Christmas Cactus  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 6 - COLORFUL 2.png","49"
"Shimmering Panda Plant","Succulents","A poisonous exotic plant known for its shimmering appearance
    and its simple care. Ideal for spaces with low sunlight, the Shimmering Panda Plant  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 15_ORANGE.png","55"
"Evergreen Sunflower","Flowers","A dog-friendly exotic plant known for its evergreen appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Evergreen Sunflower  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 2 - YELLOW.png","95"
"Broadleaf Crown of Thorns","Succulents","An effervescent rare plant known for its broadleaf appearance
    and its difficult care. Ideal for spaces with full sunlight, the Broadleaf Crown of Thorns  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower 8 - YELLOW.png","43"
"Elegant Oregano","Herbs","A perennial tropical plant known for its elegant appearance
    and its simple care. Ideal for spaces with direct sunlight, the Elegant Oregano  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 5 - PINK.png","30"
"Prickly String of Dolphins","Succulents","A flood-resistant rare plant known for its prickly appearance
    and its simple care. Ideal for spaces with direct sunlight, the Prickly String of Dolphins  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/TREE 15_RED.png","52"
"Textured Basil","Herbs","An ephemeral tropical plant known for its textured appearance
    and its simple care. Ideal for spaces with no sunlight, the Textured Basil  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Bush 2 - ORANGE.png","59"
"Leafy String of Pearls","Succulents","A hardy native plant known for its leafy appearance
    and its simple care. Ideal for spaces with no sunlight, the Leafy String of Pearls  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 7_YELLOWISH GREEN.png","40"
"Royal Sunflower","Flowers","A cat-friendly common plant known for its royal appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Royal Sunflower  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower 4 - PURPLE.png","90"
"Shady Cilantro","Herbs","A resilient rare plant known for its shady appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Shady Cilantro  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/TREE 3_TEAL.png","55"
"Textured Lavender","Flowers","A delicious rare plant known for its textured appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Textured Lavender  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 13_GREEN.png","49"
"Robust Cilantro","Herbs","A resilient native plant known for its robust appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Robust Cilantro  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 7_SANDY GREEN.png","64"
"Frosty Tomato","Fruits and Vegetables","A fragrant exotic plant known for its frosty appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Frosty Tomato  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 3 - COLORFUL.png","16"
"Lush Lithops","Succulents","A drought-resistant exotic plant known for its lush appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Lush Lithops  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/TREE 1_GREEN.png","94"
"Exotic Echeveria","Succulents","An effervescent tropical plant known for its exotic appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Exotic Echeveria  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/TREE 6_SANDY GREEN.png","19"
